dataset,model,horizon,aggregation_method,anomaly_type,injection_seed,detector_type,average_precision,roc_auc,oracle_best_f1,event_recall,mean_detection_delay
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,rolling_zscore,0.018450444534910238,0.40998508547171975,0.047472256473442005,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,flatness,0.03347972187137776,0.6359440131553787,0.09855072463754017,0.0,
ETTh2,nlinear,24,max,drift,42,residual,0.7149958817924761,0.8955427181514138,0.7529411764701038,1.0,10.666666666666666
ETTh2,nlinear,24,max,drift,42,raw_zscore,0.0967693696913544,0.5069215567041654,0.1974248927033727,1.0,4.0
ETTh2,nlinear,24,max,drift,42,diff_score,0.060766153315720633,0.6341973244147158,0.12149532710230587,0.6666666666666666,14.5
ETTh2,nlinear,24,max,drift,42,rolling_zscore,0.06444016624720815,0.6581514138035877,0.16266173752280402,0.3333333333333333,38.0
ETTh2,nlinear,24,max,drift,42,flatness,0.020126280964936242,0.3295865004560657,0.057853630315246096,0.0,
ETTh2,nlinear,24,max,drift,2024,residual,0.69380310443675,0.9160313846710806,0.661870503596654,1.0,11.333333333333334
ETTh2,nlinear,24,max,drift,2024,raw_zscore,0.023094433538972732,0.44918962384343863,0.05985037406449813,1.0,17.666666666666668
ETTh2,nlinear,24,max,drift,2024,diff_score,0.03029037257458155,0.584741396715331,0.0811287477952728,0.3333333333333333,16.0
ETTh2,nlinear,24,max,drift,2024,rolling_zscore,0.10374964737405476,0.8148074660428719,0.25490196078390676,0.0,
ETTh2,nlinear,24,max,drift,2024,flatness,0.023935142652198434,0.4634634530100183,0.0524286815727353,0.0,
ETTh2,nlinear,24,max,drift,3407,residual,0.6646020471033823,0.9026418461946941,0.6666666666661732,1.0,14.0
ETTh2,nlinear,24,max,drift,3407,raw_zscore,0.017609539996906964,0.37485157131583413,0.04906021025799308,1.0,7.0
ETTh2,nlinear,24,max,drift,3407,diff_score,0.04754693342640233,0.7462994239860754,0.11357586512852523,0.0,
ETTh2,nlinear,24,max,drift,3407,rolling_zscore,0.04718887436288561,0.6657312279200808,0.12743362831833593,0.5,0.0
ETTh2,nlinear,24,max,drift,3407,flatness,0.014260629596639407,0.1914600957318917,0.04859259259254518,0.0,
ETTh2,nlinear,24,max,noise_burst,42,residual,0.7079528988523838,0.9121354985158023,0.7199999999995055,1.0,0.5
ETTh2,nlinear,24,max,noise_burst,42,raw_zscore,0.3228196932605606,0.6494805308189279,0.4137931034479476,1.0,0.5
ETTh2,nlinear,24,max,noise_burst,42,diff_score,0.8281040228201488,0.9642264711017986,0.8333333333328343,1.0,0.0
ETTh2,nlinear,24,max,noise_burst,42,rolling_zscore,0.19030571910840335,0.735262790291601,0.28571428571378643,1.0,1.125
ETTh2,nlinear,24,max,noise_burst,42,flatness,0.01111424291333489,0.11661210057621792,0.0400929692039119,0.0,
ETTh2,nlinear,24,max,noise_burst,2024,residual,0.7967262076675675,0.9550165712564025,0.8031496062987178,1.0,0.375
ETTh2,nlinear,24,max,noise_burst,2024,raw_zscore,0.30355765458547435,0.6724099341453966,0.4090909090905836,1.0,0.375
ETTh2,nlinear,24,max,noise_burst,2024,diff_score,0.9080972778208355,0.9927129514053287,0.8920863309347518,1.0,0.0
ETTh2,nlinear,24,max,noise_burst,2024,rolling_zscore,0.1717386268571684,0.7441914518142299,0.2765957446804708,1.0,0.625
ETTh2,nlinear,24,max,noise_burst,2024,flatness,0.011286875465321694,0.12852838634700642,0.04061502756015748,0.0,
ETTh2,nlinear,24,max,noise_burst,3407,residual,0.7504356223399812,0.9284874577025117,0.7518796992476304,1.0,0.75
ETTh2,nlinear,24,max,noise_burst,3407,raw_zscore,0.319209787266329,0.6373536467186681,0.38938053097301095,1.0,1.0
ETTh2,nlinear,24,max,noise_burst,3407,diff_score,0.8907843741016515,0.9798719557723163,0.8947368421047631,1.0,0.125
ETTh2,nlinear,24,max,noise_burst,3407,rolling_zscore,0.14030553344306373,0.72899423324384,0.26815642458051697,1.0,1.75
ETTh2,nlinear,24,max,noise_burst,3407,flatness,0.011952080324343643,0.1005449028547826,0.04414754574494666,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,42,residual,0.09505714156876284,0.7298803249890206,0.2133333333328337,0.4,8.0
ETTh2,nlinear,24,max,stuck_with_jitter,42,raw_zscore,0.025758992710537755,0.4293242988895163,0.10619469026503746,0.6,0.0
ETTh2,nlinear,24,max,stuck_with_jitter,42,diff_score,0.021383388768126933,0.49242424242424243,0.05159332321688543,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,42,rolling_zscore,0.01979872416845878,0.4728535353535353,0.04998264491490806,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,42,flatness,0.06161613582709974,0.8097394755003452,0.16504854368910227,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,residual,0.04235415004344913,0.636037856589539,0.11153846153817532,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,raw_zscore,0.0388295757843008,0.5815398605638072,0.12578616352184172,0.6,0.0
ETTh2,nlinear,24,max,stuck_with_jitter,2024,diff_score,0.027485067001112713,0.5313259910410563,0.06342182890843065,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,rolling_zscore,0.02442075962904557,0.47123707520797553,0.052291421856587764,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,flatness,0.07724990370607591,0.811212151830521,0.1913043478258229,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,3407,residual,0.11011726666553638,0.8118742590538834,0.21262458471722082,0.5,13.5
ETTh2,nlinear,24,max,stuck_with_jitter,3407,raw_zscore,0.025899532923385583,0.5603694213927874,0.06301824212249205,0.75,0.3333333333333333
ETTh2,nlinear,24,max,stuck_with_jitter,3407,diff_score,0.046088715074591745,0.6210944969214884,0.11055276381877731,0.5,2.5
ETTh2,nlinear,24,max,stuck_with_jitter,3407,rolling_zscore,0.018450444534910238,0.40998508547171975,0.047472256473442005,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,3407,flatness,0.03347972187137776,0.6359440131553787,0.09855072463754017,0.0,
ETTh2,dlinear,96,first,drift,42,residual,0.8373488259965126,0.9665943824865757,0.8521739130429892,1.0,4.0
ETTh2,dlinear,96,first,drift,42,raw_zscore,0.013980197543840691,0.34131275581089704,0.03966346153842266,1.0,11.5
ETTh2,dlinear,96,first,drift,42,diff_score,0.029095885983546087,0.6649557846119185,0.07749077490763472,0.0,
ETTh2,dlinear,96,first,drift,42,rolling_zscore,0.06669687025355264,0.7333746385790996,0.1714285714281778,0.5,9.0
ETTh2,dlinear,96,first,drift,42,flatness,0.020020826554336672,0.43204348315872476,0.05929919137437058,0.0,
ETTh2,dlinear,96,first,drift,2024,residual,0.89580394469278,0.974563544545158,0.8957055214718949,1.0,3.0
ETTh2,dlinear,96,first,drift,2024,raw_zscore,0.02547795339641852,0.4781279456935081,0.0564635958392994,1.0,8.0
ETTh2,dlinear,96,first,drift,2024,diff_score,0.04143335713805663,0.6634122913597771,0.09131736526933931,0.0,
ETTh2,dlinear,96,first,drift,2024,rolling_zscore,0.08545576353139227,0.7992430351709087,0.20039292730816452,0.3333333333333333,0.0
ETTh2,dlinear,96,first,drift,2024,flatness,0.01792864561173832,0.3290037238942113,0.05203349282291582,0.0,
ETTh2,dlinear,96,first,drift,3407,residual,0.8725591708709547,0.9606050481426359,0.8589743589738601,1.0,5.0
ETTh2,dlinear,96,first,drift,3407,raw_zscore,0.01877433969268736,0.38950164019074807,0.050582362728732275,1.0,13.5
ETTh2,dlinear,96,first,drift,3407,diff_score,0.0430931282764845,0.7115257570695259,0.10468319559214724,0.0,
ETTh2,dlinear,96,first,drift,3407,rolling_zscore,0.05343340262225101,0.6227599246727213,0.14958448753427497,0.0,
ETTh2,dlinear,96,first,drift,3407,flatness,0.01924901932639529,0.38480887221699117,0.04968191457129357,0.0,
ETTh2,dlinear,96,first,noise_burst,42,residual,0.9192745096394708,0.9854937647455342,0.9047619047614092,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,42,raw_zscore,0.27424698565407946,0.6546545331985171,0.33333333333297555,1.0,1.125
ETTh2,dlinear,96,first,noise_burst,42,diff_score,0.8123140615419374,0.9639680934726436,0.8153846153841172,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,42,rolling_zscore,0.1770687047669116,0.759698910234805,0.2699999999995481,1.0,0.625
ETTh2,dlinear,96,first,noise_burst,42,flatness,0.011782500809824117,0.11041456016177958,0.041218637992791164,0.0,
ETTh2,dlinear,96,first,noise_burst,2024,residual,0.9401524840505459,0.9790987238567884,0.9393939393934412,1.0,0.0
ETTh2,dlinear,96,first,noise_burst,2024,raw_zscore,0.27885595400006974,0.6796880538816022,0.372093023255511,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,2024,diff_score,0.9015322204516769,0.9767059553349876,0.8920863309347518,1.0,0.0
ETTh2,dlinear,96,first,noise_burst,2024,rolling_zscore,0.18333782425143685,0.7609890109890111,0.2828282828278686,1.0,0.25
ETTh2,dlinear,96,first,noise_burst,2024,flatness,0.011519035493803382,0.12041829138603331,0.041766109785161966,0.0,
ETTh2,dlinear,96,first,noise_burst,3407,residual,0.9077133475378091,0.9652734617775015,0.9166666666661683,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,3407,raw_zscore,0.3310772309989863,0.6560547577769782,0.42424242424206754,1.0,0.5
ETTh2,dlinear,96,first,noise_burst,3407,diff_score,0.8700652664040146,0.9761988485819895,0.8947368421047631,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,3407,rolling_zscore,0.15930206149755116,0.6731788296097609,0.27737226277322863,0.875,0.5714285714285714
ETTh2,dlinear,96,first,noise_burst,3407,flatness,0.012170776985878684,0.0758030486408688,0.04537313432831386,0.0,
ETTh2,dlinear,96,first,stuck_with_jitter,42,residual,0.4217984965246272,0.8385807540299304,0.4615384615379786,1.0,2.6
ETTh2,dlinear,96,first,stuck_with_jitter,42,raw_zscore,0.021745179233941144,0.4924366898255614,0.05827937095275277,0.8,3.0
ETTh2,dlinear,96,first,stuck_with_jitter,42,diff_score,0.02305988868032912,0.5052581860166566,0.055130168453181534,0.2,0.0
ETTh2,dlinear,96,first,stuck_with_jitter,42,rolling_zscore,0.02094318993471243,0.41489812643061014,0.046801872074836104,0.2,0.0
ETTh2,dlinear,96,first,stuck_with_jitter,42,flatness,0.06603013596786178,0.7854902324905433,0.1686746987949193,0.2,0.0
ETTh2,dlinear,96,first,stuck_with_jitter,2024,residual,0.437344722123887,0.8492430934882452,0.4952380952376333,1.0,7.0
ETTh2,dlinear,96,first,stuck_with_jitter,2024,raw_zscore,0.016977951030607848,0.41817408155997204,0.044965786901148365,0.5,0.0
ETTh2,dlinear,96,first,stuck_with_jitter,2024,diff_score,0.023424578884415438,0.5658691358824101,0.05895691609963286,0.0,
ETTh2,dlinear,96,first,stuck_with_jitter,2024,rolling_zscore,0.016945263257482607,0.45191920780356043,0.045758535726810684,0.0,
ETTh2,dlinear,96,first,stuck_with_jitter,2024,flatness,0.04178190114204576,0.7406074677742369,0.10555555555538676,0.0,
ETTh2,dlinear,96,first,stuck_with_jitter,3407,residual,0.4638304768912707,0.8185719629111955,0.5333333333328835,0.75,2.3333333333333335
ETTh2,dlinear,96,first,stuck_with_jitter,3407,raw_zscore,0.021984340938120753,0.48210327381538276,0.06615475487291753,0.75,0.0
ETTh2,dlinear,96,first,stuck_with_jitter,3407,diff_score,0.047546360545407854,0.620457901057149,0.11825192802024186,0.5,2.5
ETTh2,dlinear,96,first,stuck_with_jitter,3407,rolling_zscore,0.021813624207839534,0.44445144398291236,0.04809494066203807,0.5,1.5
ETTh2,dlinear,96,first,stuck_with_jitter,3407,flatness,0.039075224441918195,0.6930054924503416,0.1057367829019753,0.0,
ETTh2,dlinear,96,mean,drift,42,residual,0.6208833371089375,0.8693189419276377,0.6344086021500404,1.0,10.666666666666666
ETTh2,dlinear,96,mean,drift,42,raw_zscore,0.0967693696913544,0.5069215567041654,0.1974248927033727,1.0,4.0
ETTh2,dlinear,96,mean,drift,42,diff_score,0.060766153315720633,0.6341973244147158,0.12149532710230587,0.6666666666666666,14.5
ETTh2,dlinear,96,mean,drift,42,rolling_zscore,0.06444016624720815,0.6581514138035877,0.16266173752280402,0.3333333333333333,38.0
ETTh2,dlinear,96,mean,drift,42,flatness,0.020126280964936242,0.3295865004560657,0.057853630315246096,0.0,
ETTh2,dlinear,96,mean,drift,2024,residual,0.6031368272206236,0.899312154946149,0.5906040268451517,1.0,7.666666666666667
ETTh2,dlinear,96,mean,drift,2024,raw_zscore,0.023094433538972732,0.44918962384343863,0.05985037406449813,1.0,17.666666666666668
ETTh2,dlinear,96,mean,drift,2024,diff_score,0.03029037257458155,0.584741396715331,0.0811287477952728,0.3333333333333333,16.0
ETTh2,dlinear,96,mean,drift,2024,rolling_zscore,0.10374964737405476,0.8148074660428719,0.25490196078390676,0.0,
ETTh2,dlinear,96,mean,drift,2024,flatness,0.023935142652198434,0.4634634530100183,0.0524286815727353,0.0,
ETTh2,dlinear,96,mean,drift,3407,residual,0.46456094962755384,0.8488166269627617,0.4942528735627201,1.0,14.0
ETTh2,dlinear,96,mean,drift,3407,raw_zscore,0.017609539996906964,0.37485157131583413,0.04906021025799308,1.0,7.0
ETTh2,dlinear,96,mean,drift,3407,diff_score,0.04754693342640233,0.7462994239860754,0.11357586512852523,0.0,
ETTh2,dlinear,96,mean,drift,3407,rolling_zscore,0.04718887436288561,0.6657312279200808,0.12743362831833593,0.5,0.0
ETTh2,dlinear,96,mean,drift,3407,flatness,0.014260629596639407,0.1914600957318917,0.04859259259254518,0.0,
ETTh2,dlinear,96,mean,noise_burst,42,residual,0.5948795924626589,0.8672210581456259,0.6379310344822766,1.0,0.5
ETTh2,dlinear,96,mean,noise_burst,42,raw_zscore,0.3228196932605606,0.6494805308189279,0.4137931034479476,1.0,0.5
ETTh2,dlinear,96,mean,noise_burst,42,diff_score,0.8281040228201488,0.9642264711017986,0.8333333333328343,1.0,0.0
ETTh2,dlinear,96,mean,noise_burst,42,rolling_zscore,0.19030571910840335,0.735262790291601,0.28571428571378643,1.0,1.125
ETTh2,dlinear,96,mean,noise_burst,42,flatness,0.01111424291333489,0.11661210057621792,0.0400929692039119,0.0,
ETTh2,dlinear,96,mean,noise_burst,2024,residual,0.7414964341717484,0.9138079455946283,0.7401574803144658,1.0,0.0
ETTh2,dlinear,96,mean,noise_burst,2024,raw_zscore,0.30355765458547435,0.6724099341453966,0.4090909090905836,1.0,0.375
ETTh2,dlinear,96,mean,noise_burst,2024,diff_score,0.9080972778208355,0.9927129514053287,0.8920863309347518,1.0,0.0
ETTh2,dlinear,96,mean,noise_burst,2024,rolling_zscore,0.1717386268571684,0.7441914518142299,0.2765957446804708,1.0,0.625
ETTh2,dlinear,96,mean,noise_burst,2024,flatness,0.011286875465321694,0.12852838634700642,0.04061502756015748,0.0,
ETTh2,dlinear,96,mean,noise_burst,3407,residual,0.6553462181575439,0.9082799815717986,0.6666666666661945,1.0,0.75
ETTh2,dlinear,96,mean,noise_burst,3407,raw_zscore,0.319209787266329,0.6373536467186681,0.38938053097301095,1.0,1.0
ETTh2,dlinear,96,mean,noise_burst,3407,diff_score,0.8907843741016515,0.9798719557723163,0.8947368421047631,1.0,0.125
ETTh2,dlinear,96,mean,noise_burst,3407,rolling_zscore,0.14030553344306373,0.72899423324384,0.26815642458051697,1.0,1.75
ETTh2,dlinear,96,mean,noise_burst,3407,flatness,0.011952080324343643,0.1005449028547826,0.04414754574494666,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,42,residual,0.0843743709073608,0.6759128552606813,0.20100502512515372,0.6,4.333333333333333
ETTh2,dlinear,96,mean,stuck_with_jitter,42,raw_zscore,0.025758992710537755,0.4293242988895163,0.10619469026503746,0.6,0.0
ETTh2,dlinear,96,mean,stuck_with_jitter,42,diff_score,0.021383388768126933,0.49242424242424243,0.05159332321688543,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,42,rolling_zscore,0.01979872416845878,0.4728535353535353,0.04998264491490806,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,42,flatness,0.06161613582709974,0.8097394755003452,0.16504854368910227,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,2024,residual,0.03873231151399814,0.6298238523458288,0.08724832214746994,0.2,8.0
ETTh2,dlinear,96,mean,stuck_with_jitter,2024,raw_zscore,0.0388295757843008,0.5815398605638072,0.12578616352184172,0.6,0.0
ETTh2,dlinear,96,mean,stuck_with_jitter,2024,diff_score,0.027485067001112713,0.5313259910410563,0.06342182890843065,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,2024,rolling_zscore,0.02442075962904557,0.47123707520797553,0.052291421856587764,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,2024,flatness,0.07724990370607591,0.811212151830521,0.1913043478258229,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,3407,residual,0.035125674527307374,0.646177674098436,0.08128342245973834,0.75,13.666666666666666
ETTh2,dlinear,96,mean,stuck_with_jitter,3407,raw_zscore,0.025899532923385583,0.5603694213927874,0.06301824212249205,0.75,0.3333333333333333
ETTh2,dlinear,96,mean,stuck_with_jitter,3407,diff_score,0.046088715074591745,0.6210944969214884,0.11055276381877731,0.5,2.5
ETTh2,dlinear,96,mean,stuck_with_jitter,3407,rolling_zscore,0.018450444534910238,0.40998508547171975,0.047472256473442005,0.0,
ETTh2,dlinear,96,mean,stuck_with_jitter,3407,flatness,0.03347972187137776,0.6359440131553787,0.09855072463754017,0.0,
ETTh2,dlinear,96,max,drift,42,residual,0.6208833371089375,0.8693189419276377,0.6344086021500404,1.0,14.333333333333334
ETTh2,dlinear,96,max,drift,42,raw_zscore,0.0967693696913544,0.5069215567041654,0.1974248927033727,1.0,4.0
ETTh2,dlinear,96,max,drift,42,diff_score,0.060766153315720633,0.6341973244147158,0.12149532710230587,0.6666666666666666,14.5
ETTh2,dlinear,96,max,drift,42,rolling_zscore,0.06444016624720815,0.6581514138035877,0.16266173752280402,0.3333333333333333,38.0
ETTh2,dlinear,96,max,drift,42,flatness,0.020126280964936242,0.3295865004560657,0.057853630315246096,0.0,
ETTh2,dlinear,96,max,drift,2024,residual,0.6031368272206236,0.899312154946149,0.5906040268451517,1.0,14.333333333333334
ETTh2,dlinear,96,max,drift,2024,raw_zscore,0.023094433538972732,0.44918962384343863,0.05985037406449813,1.0,17.666666666666668
ETTh2,dlinear,96,max,drift,2024,diff_score,0.03029037257458155,0.584741396715331,0.0811287477952728,0.3333333333333333,16.0
ETTh2,dlinear,96,max,drift,2024,rolling_zscore,0.10374964737405476,0.8148074660428719,0.25490196078390676,0.0,
ETTh2,dlinear,96,max,drift,2024,flatness,0.023935142652198434,0.4634634530100183,0.0524286815727353,0.0,
ETTh2,dlinear,96,max,drift,3407,residual,0.46456094962755384,0.8488166269627617,0.4942528735627201,1.0,22.5
ETTh2,dlinear,96,max,drift,3407,raw_zscore,0.017609539996906964,0.37485157131583413,0.04906021025799308,1.0,7.0
ETTh2,dlinear,96,max,drift,3407,diff_score,0.04754693342640233,0.7462994239860754,0.11357586512852523,0.0,
ETTh2,dlinear,96,max,drift,3407,rolling_zscore,0.04718887436288561,0.6657312279200808,0.12743362831833593,0.5,0.0
ETTh2,dlinear,96,max,drift,3407,flatness,0.014260629596639407,0.1914600957318917,0.04859259259254518,0.0,
ETTh2,dlinear,96,max,noise_burst,42,residual,0.5948795924626589,0.8672210581456259,0.6379310344822766,1.0,0.75
ETTh2,dlinear,96,max,noise_burst,42,raw_zscore,0.3228196932605606,0.6494805308189279,0.4137931034479476,1.0,0.5
ETTh2,dlinear,96,max,noise_burst,42,diff_score,0.8281040228201488,0.9642264711017986,0.8333333333328343,1.0,0.0
ETTh2,dlinear,96,max,noise_burst,42,rolling_zscore,0.19030571910840335,0.735262790291601,0.28571428571378643,1.0,1.125
ETTh2,dlinear,96,max,noise_burst,42,flatness,0.01111424291333489,0.11661210057621792,0.0400929692039119,0.0,
ETTh2,dlinear,96,max,noise_burst,2024,residual,0.7414964341717484,0.9138079455946283,0.7401574803144658,1.0,0.375
ETTh2,dlinear,96,max,noise_burst,2024,raw_zscore,0.30355765458547435,0.6724099341453966,0.4090909090905836,1.0,0.375
ETTh2,dlinear,96,max,noise_burst,2024,diff_score,0.9080972778208355,0.9927129514053287,0.8920863309347518,1.0,0.0
ETTh2,dlinear,96,max,noise_burst,2024,rolling_zscore,0.1717386268571684,0.7441914518142299,0.2765957446804708,1.0,0.625
ETTh2,dlinear,96,max,noise_burst,2024,flatness,0.011286875465321694,0.12852838634700642,0.04061502756015748,0.0,
ETTh2,dlinear,96,max,noise_burst,3407,residual,0.6553462181575439,0.9082799815717986,0.6666666666661945,1.0,1.0
ETTh2,dlinear,96,max,noise_burst,3407,raw_zscore,0.319209787266329,0.6373536467186681,0.38938053097301095,1.0,1.0
ETTh2,dlinear,96,max,noise_burst,3407,diff_score,0.8907843741016515,0.9798719557723163,0.8947368421047631,1.0,0.125
ETTh2,dlinear,96,max,noise_burst,3407,rolling_zscore,0.14030553344306373,0.72899423324384,0.26815642458051697,1.0,1.75
ETTh2,dlinear,96,max,noise_burst,3407,flatness,0.011952080324343643,0.1005449028547826,0.04414754574494666,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,42,residual,0.0843743709073608,0.6759128552606813,0.20100502512515372,0.2,8.0
ETTh2,dlinear,96,max,stuck_with_jitter,42,raw_zscore,0.025758992710537755,0.4293242988895163,0.10619469026503746,0.6,0.0
ETTh2,dlinear,96,max,stuck_with_jitter,42,diff_score,0.021383388768126933,0.49242424242424243,0.05159332321688543,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,42,rolling_zscore,0.01979872416845878,0.4728535353535353,0.04998264491490806,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,42,flatness,0.06161613582709974,0.8097394755003452,0.16504854368910227,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,2024,residual,0.03873231151399814,0.6298238523458288,0.08724832214746994,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,2024,raw_zscore,0.0388295757843008,0.5815398605638072,0.12578616352184172,0.6,0.0
ETTh2,dlinear,96,max,stuck_with_jitter,2024,diff_score,0.027485067001112713,0.5313259910410563,0.06342182890843065,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,2024,rolling_zscore,0.02442075962904557,0.47123707520797553,0.052291421856587764,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,2024,flatness,0.07724990370607591,0.811212151830521,0.1913043478258229,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,3407,residual,0.035125674527307374,0.646177674098436,0.08128342245973834,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,3407,raw_zscore,0.025899532923385583,0.5603694213927874,0.06301824212249205,0.75,0.3333333333333333
ETTh2,dlinear,96,max,stuck_with_jitter,3407,diff_score,0.046088715074591745,0.6210944969214884,0.11055276381877731,0.5,2.5
ETTh2,dlinear,96,max,stuck_with_jitter,3407,rolling_zscore,0.018450444534910238,0.40998508547171975,0.047472256473442005,0.0,
ETTh2,dlinear,96,max,stuck_with_jitter,3407,flatness,0.03347972187137776,0.6359440131553787,0.09855072463754017,0.0,
